type,name,href,cols,context,data_keys
card,Ty Chandler,https://www.espn.com/nfl/player/_/id/4242431/ty-chandler,,NFL Injuries Team Injuries Arizona Cardinals Atlanta Falcons Baltimore Ravens Buffalo Bills Carolina Panthers Chicago Bears Cincinnati Bengals Cleveland Browns Dallas Cowboys Denver Broncos Detroit Li,
card,Gavin Bartholomew,https://www.espn.com/nfl/player/_/id/4708049/gavin-bartholomew,,NFL Injuries Team Injuries Arizona Cardinals Atlanta Falcons Baltimore Ravens Buffalo Bills Carolina Panthers Chicago Bears Cincinnati Bengals Cleveland Browns Dallas Cowboys Denver Broncos Detroit Li,
card,Zeke Correll,https://www.espn.com/nfl/player/_/id/4426414/zeke-correll,,NFL Injuries Team Injuries Arizona Cardinals Atlanta Falcons Baltimore Ravens Buffalo Bills Carolina Panthers Chicago Bears Cincinnati Bengals Cleveland Browns Dallas Cowboys Denver Broncos Detroit Li,
card,Rondale Moore,https://www.espn.com/nfl/player/_/id/4372485/rondale-moore,,NFL Injuries Team Injuries Arizona Cardinals Atlanta Falcons Baltimore Ravens Buffalo Bills Carolina Panthers Chicago Bears Cincinnati Bengals Cleveland Browns Dallas Cowboys Denver Broncos Detroit Li,
card,Matt Nelson,https://www.espn.com/nfl/player/_/id/3145005/matt-nelson,,NFL Injuries Team Injuries Arizona Cardinals Atlanta Falcons Baltimore Ravens Buffalo Bills Carolina Panthers Chicago Bears Cincinnati Bengals Cleveland Browns Dallas Cowboys Denver Broncos Detroit Li,
card,Christian Elliss,https://www.espn.com/nfl/player/_/id/4245273/christian-elliss,,NFL Injuries Team Injuries Arizona Cardinals Atlanta Falcons Baltimore Ravens Buffalo Bills Carolina Panthers Chicago Bears Cincinnati Bengals Cleveland Browns Dallas Cowboys Denver Broncos Detroit Li,
card,Kayshon Boutte,https://www.espn.com/nfl/player/_/id/4429022/kayshon-boutte,,NFL Injuries Team Injuries Arizona Cardinals Atlanta Falcons Baltimore Ravens Buffalo Bills Carolina Panthers Chicago Bears Cincinnati Bengals Cleveland Browns Dallas Cowboys Denver Broncos Detroit Li,
card,Rhamondre Stevenson,https://www.espn.com/nfl/player/_/id/4569173/rhamondre-stevenson,,NFL Injuries Team Injuries Arizona Cardinals Atlanta Falcons Baltimore Ravens Buffalo Bills Carolina Panthers Chicago Bears Cincinnati Bengals Cleveland Browns Dallas Cowboys Denver Broncos Detroit Li,
card,Antonio Gibson,https://www.espn.com/nfl/player/_/id/4360294/antonio-gibson,,NFL Injuries Team Injuries Arizona Cardinals Atlanta Falcons Baltimore Ravens Buffalo Bills Carolina Panthers Chicago Bears Cincinnati Bengals Cleveland Browns Dallas Cowboys Denver Broncos Detroit Li,
card,Isaiah Iton,https://www.espn.com/nfl/player/_/id/4570970/isaiah-iton,,NFL Injuries Team Injuries Arizona Cardinals Atlanta Falcons Baltimore Ravens Buffalo Bills Carolina Panthers Chicago Bears Cincinnati Bengals Cleveland Browns Dallas Cowboys Denver Broncos Detroit Li,
card,Deneric Prince,https://www.espn.com/nfl/player/_/id/4372526/deneric-prince,,NFL Injuries Team Injuries Arizona Cardinals Atlanta Falcons Baltimore Ravens Buffalo Bills Carolina Panthers Chicago Bears Cincinnati Bengals Cleveland Browns Dallas Cowboys Denver Broncos Detroit Li,
card,Lan Larison,https://www.espn.com/nfl/player/_/id/4698253/lan-larison,,NFL Injuries Team Injuries Arizona Cardinals Atlanta Falcons Baltimore Ravens Buffalo Bills Carolina Panthers Chicago Bears Cincinnati Bengals Cleveland Browns Dallas Cowboys Denver Broncos Detroit Li,
card,Marcellas Dial Jr.,https://www.espn.com/nfl/player/_/id/4875079/marcellas-dial-jr,,NFL Injuries Team Injuries Arizona Cardinals Atlanta Falcons Baltimore Ravens Buffalo Bills Carolina Panthers Chicago Bears Cincinnati Bengals Cleveland Browns Dallas Cowboys Denver Broncos Detroit Li,
card,Jaquelin Roy,https://www.espn.com/nfl/player/_/id/4429034/jaquelin-roy,,NFL Injuries Team Injuries Arizona Cardinals Atlanta Falcons Baltimore Ravens Buffalo Bills Carolina Panthers Chicago Bears Cincinnati Bengals Cleveland Browns Dallas Cowboys Denver Broncos Detroit Li,
card,Yasir Durant,https://www.espn.com/nfl/player/_/id/4241213/yasir-durant,,NFL Injuries Team Injuries Arizona Cardinals Atlanta Falcons Baltimore Ravens Buffalo Bills Carolina Panthers Chicago Bears Cincinnati Bengals Cleveland Browns Dallas Cowboys Denver Broncos Detroit Li,
card,Brock Lampe,https://www.espn.com/nfl/player/_/id/4875767/brock-lampe,,NFL Injuries Team Injuries Arizona Cardinals Atlanta Falcons Baltimore Ravens Buffalo Bills Carolina Panthers Chicago Bears Cincinnati Bengals Cleveland Browns Dallas Cowboys Denver Broncos Detroit Li,
card,Barry Wesley,https://www.espn.com/nfl/player/_/id/4256055/barry-wesley,,NFL Injuries Team Injuries Arizona Cardinals Atlanta Falcons Baltimore Ravens Buffalo Bills Carolina Panthers Chicago Bears Cincinnati Bengals Cleveland Browns Dallas Cowboys Denver Broncos Detroit Li,
card,Taliese Fuaga,https://www.espn.com/nfl/player/_/id/4606711/taliese-fuaga,,NFL Injuries Team Injuries Arizona Cardinals Atlanta Falcons Baltimore Ravens Buffalo Bills Carolina Panthers Chicago Bears Cincinnati Bengals Cleveland Browns Dallas Cowboys Denver Broncos Detroit Li,
card,Bryan Bresee,https://www.espn.com/nfl/player/_/id/4428988/bryan-bresee,,NFL Injuries Team Injuries Arizona Cardinals Atlanta Falcons Baltimore Ravens Buffalo Bills Carolina Panthers Chicago Bears Cincinnati Bengals Cleveland Browns Dallas Cowboys Denver Broncos Detroit Li,
card,Jack Stoll,https://www.espn.com/nfl/player/_/id/4034862/jack-stoll,,NFL Injuries Team Injuries Arizona Cardinals Atlanta Falcons Baltimore Ravens Buffalo Bills Carolina Panthers Chicago Bears Cincinnati Bengals Cleveland Browns Dallas Cowboys Denver Broncos Detroit Li,
card,Jonah Williams,https://www.espn.com/nfl/player/_/id/4032481/jonah-williams,,NFL Injuries Team Injuries Arizona Cardinals Atlanta Falcons Baltimore Ravens Buffalo Bills Carolina Panthers Chicago Bears Cincinnati Bengals Cleveland Browns Dallas Cowboys Denver Broncos Detroit Li,
card,Alvin Kamara,https://www.espn.com/nfl/player/_/id/3054850/alvin-kamara,,NFL Injuries Team Injuries Arizona Cardinals Atlanta Falcons Baltimore Ravens Buffalo Bills Carolina Panthers Chicago Bears Cincinnati Bengals Cleveland Browns Dallas Cowboys Denver Broncos Detroit Li,
card,Erik McCoy,https://www.espn.com/nfl/player/_/id/3917331/erik-mccoy,,NFL Injuries Team Injuries Arizona Cardinals Atlanta Falcons Baltimore Ravens Buffalo Bills Carolina Panthers Chicago Bears Cincinnati Bengals Cleveland Browns Dallas Cowboys Denver Broncos Detroit Li,
card,Kendre Miller,https://www.espn.com/nfl/player/_/id/4599739/kendre-miller,,NFL Injuries Team Injuries Arizona Cardinals Atlanta Falcons Baltimore Ravens Buffalo Bills Carolina Panthers Chicago Bears Cincinnati Bengals Cleveland Browns Dallas Cowboys Denver Broncos Detroit Li,
card,Trey Palmer,https://www.espn.com/nfl/player/_/id/4426407/trey-palmer,,NFL Injuries Team Injuries Arizona Cardinals Atlanta Falcons Baltimore Ravens Buffalo Bills Carolina Panthers Chicago Bears Cincinnati Bengals Cleveland Browns Dallas Cowboys Denver Broncos Detroit Li,
card,Vernon Broughton,https://www.espn.com/nfl/player/_/id/4429040/vernon-broughton,,NFL Injuries Team Injuries Arizona Cardinals Atlanta Falcons Baltimore Ravens Buffalo Bills Carolina Panthers Chicago Bears Cincinnati Bengals Cleveland Browns Dallas Cowboys Denver Broncos Detroit Li,
card,Julian Blackmon,https://www.espn.com/nfl/player/_/id/4035661/julian-blackmon,,NFL Injuries Team Injuries Arizona Cardinals Atlanta Falcons Baltimore Ravens Buffalo Bills Carolina Panthers Chicago Bears Cincinnati Bengals Cleveland Browns Dallas Cowboys Denver Broncos Detroit Li,
card,Ja'Lynn Polk,https://www.espn.com/nfl/player/_/id/4430637/jalynn-polk,,NFL Injuries Team Injuries Arizona Cardinals Atlanta Falcons Baltimore Ravens Buffalo Bills Carolina Panthers Chicago Bears Cincinnati Bengals Cleveland Browns Dallas Cowboys Denver Broncos Detroit Li,
card,Landon Young,https://www.espn.com/nfl/player/_/id/4035079/landon-young,,NFL Injuries Team Injuries Arizona Cardinals Atlanta Falcons Baltimore Ravens Buffalo Bills Carolina Panthers Chicago Bears Cincinnati Bengals Cleveland Browns Dallas Cowboys Denver Broncos Detroit Li,
card,Mason Pline,https://www.espn.com/nfl/player/_/id/4911517/mason-pline,,NFL Injuries Team Injuries Arizona Cardinals Atlanta Falcons Baltimore Ravens Buffalo Bills Carolina Panthers Chicago Bears Cincinnati Bengals Cleveland Browns Dallas Cowboys Denver Broncos Detroit Li,
card,Bub Means,https://www.espn.com/nfl/player/_/id/4427985/bub-means,,NFL Injuries Team Injuries Arizona Cardinals Atlanta Falcons Baltimore Ravens Buffalo Bills Carolina Panthers Chicago Bears Cincinnati Bengals Cleveland Browns Dallas Cowboys Denver Broncos Detroit Li,
card,Will Clapp,https://www.espn.com/nfl/player/_/id/3115387/will-clapp,,NFL Injuries Team Injuries Arizona Cardinals Atlanta Falcons Baltimore Ravens Buffalo Bills Carolina Panthers Chicago Bears Cincinnati Bengals Cleveland Browns Dallas Cowboys Denver Broncos Detroit Li,
card,Nick Saldiveri,https://www.espn.com/nfl/player/_/id/4361600/nick-saldiveri,,NFL Injuries Team Injuries Arizona Cardinals Atlanta Falcons Baltimore Ravens Buffalo Bills Carolina Panthers Chicago Bears Cincinnati Bengals Cleveland Browns Dallas Cowboys Denver Broncos Detroit Li,
card,Anthony Johnson Jr.,https://www.espn.com/nfl/player/_/id/4361748/anthony-johnson-jr,,NFL Injuries Team Injuries Arizona Cardinals Atlanta Falcons Baltimore Ravens Buffalo Bills Carolina Panthers Chicago Bears Cincinnati Bengals Cleveland Browns Dallas Cowboys Denver Broncos Detroit Li,
card,Jermaine Eluemunor,https://www.espn.com/nfl/player/_/id/3115303/jermaine-eluemunor,,NFL Injuries Team Injuries Arizona Cardinals Atlanta Falcons Baltimore Ravens Buffalo Bills Carolina Panthers Chicago Bears Cincinnati Bengals Cleveland Browns Dallas Cowboys Denver Broncos Detroit Li,
card,Darius Muasau,https://www.espn.com/nfl/player/_/id/4428072/darius-muasau,,NFL Injuries Team Injuries Arizona Cardinals Atlanta Falcons Baltimore Ravens Buffalo Bills Carolina Panthers Chicago Bears Cincinnati Bengals Cleveland Browns Dallas Cowboys Denver Broncos Detroit Li,
card,Beaux Collins,https://www.espn.com/nfl/player/_/id/4431210/beaux-collins,,NFL Injuries Team Injuries Arizona Cardinals Atlanta Falcons Baltimore Ravens Buffalo Bills Carolina Panthers Chicago Bears Cincinnati Bengals Cleveland Browns Dallas Cowboys Denver Broncos Detroit Li,
card,Victor Dimukeje,https://www.espn.com/nfl/player/_/id/4240464/victor-dimukeje,,NFL Injuries Team Injuries Arizona Cardinals Atlanta Falcons Baltimore Ravens Buffalo Bills Carolina Panthers Chicago Bears Cincinnati Bengals Cleveland Browns Dallas Cowboys Denver Broncos Detroit Li,
card,John Michael Schmitz Jr.,https://www.espn.com/nfl/player/_/id/4240771/john-michael-schmitz-jr,,NFL Injuries Team Injuries Arizona Cardinals Atlanta Falcons Baltimore Ravens Buffalo Bills Carolina Panthers Chicago Bears Cincinnati Bengals Cleveland Browns Dallas Cowboys Denver Broncos Detroit Li,
card,Chauncey Golston,https://www.espn.com/nfl/player/_/id/4036132/chauncey-golston,,NFL Injuries Team Injuries Arizona Cardinals Atlanta Falcons Baltimore Ravens Buffalo Bills Carolina Panthers Chicago Bears Cincinnati Bengals Cleveland Browns Dallas Cowboys Denver Broncos Detroit Li,
card,Jevon Holland,https://www.espn.com/nfl/player/_/id/4373809/jevon-holland,,NFL Injuries Team Injuries Arizona Cardinals Atlanta Falcons Baltimore Ravens Buffalo Bills Carolina Panthers Chicago Bears Cincinnati Bengals Cleveland Browns Dallas Cowboys Denver Broncos Detroit Li,
card,Paulson Adebo,https://www.espn.com/nfl/player/_/id/4242547/paulson-adebo,,NFL Injuries Team Injuries Arizona Cardinals Atlanta Falcons Baltimore Ravens Buffalo Bills Carolina Panthers Chicago Bears Cincinnati Bengals Cleveland Browns Dallas Cowboys Denver Broncos Detroit Li,
card,Micah McFadden,https://www.espn.com/nfl/player/_/id/4371961/micah-mcfadden,,NFL Injuries Team Injuries Arizona Cardinals Atlanta Falcons Baltimore Ravens Buffalo Bills Carolina Panthers Chicago Bears Cincinnati Bengals Cleveland Browns Dallas Cowboys Denver Broncos Detroit Li,
card,Graham Gano,https://www.espn.com/nfl/player/_/id/12460/graham-gano,,NFL Injuries Team Injuries Arizona Cardinals Atlanta Falcons Baltimore Ravens Buffalo Bills Carolina Panthers Chicago Bears Cincinnati Bengals Cleveland Browns Dallas Cowboys Denver Broncos Detroit Li,
card,Art Green,https://www.espn.com/nfl/player/_/id/4689674/art-green,,NFL Injuries Team Injuries Arizona Cardinals Atlanta Falcons Baltimore Ravens Buffalo Bills Carolina Panthers Chicago Bears Cincinnati Bengals Cleveland Browns Dallas Cowboys Denver Broncos Detroit Li,
card,Malik Nabers,https://www.espn.com/nfl/player/_/id/4595348/malik-nabers,,NFL Injuries Team Injuries Arizona Cardinals Atlanta Falcons Baltimore Ravens Buffalo Bills Carolina Panthers Chicago Bears Cincinnati Bengals Cleveland Browns Dallas Cowboys Denver Broncos Detroit Li,
card,Cam Skattebo,https://www.espn.com/nfl/player/_/id/4696981/cam-skattebo,,NFL Injuries Team Injuries Arizona Cardinals Atlanta Falcons Baltimore Ravens Buffalo Bills Carolina Panthers Chicago Bears Cincinnati Bengals Cleveland Browns Dallas Cowboys Denver Broncos Detroit Li,
card,Chris Board,https://www.espn.com/nfl/player/_/id/3060403/chris-board,,NFL Injuries Team Injuries Arizona Cardinals Atlanta Falcons Baltimore Ravens Buffalo Bills Carolina Panthers Chicago Bears Cincinnati Bengals Cleveland Browns Dallas Cowboys Denver Broncos Detroit Li,
card,Joshua Ezeudu,https://www.espn.com/nfl/player/_/id/4373280/joshua-ezeudu,,NFL Injuries Team Injuries Arizona Cardinals Atlanta Falcons Baltimore Ravens Buffalo Bills Carolina Panthers Chicago Bears Cincinnati Bengals Cleveland Browns Dallas Cowboys Denver Broncos Detroit Li,
card,Da'Quan Felton,https://www.espn.com/nfl/player/_/id/4575348/daquan-felton,,NFL Injuries Team Injuries Arizona Cardinals Atlanta Falcons Baltimore Ravens Buffalo Bills Carolina Panthers Chicago Bears Cincinnati Bengals Cleveland Browns Dallas Cowboys Denver Broncos Detroit Li,
card,Eric Gray,https://www.espn.com/nfl/player/_/id/4570561/eric-gray,,NFL Injuries Team Injuries Arizona Cardinals Atlanta Falcons Baltimore Ravens Buffalo Bills Carolina Panthers Chicago Bears Cincinnati Bengals Cleveland Browns Dallas Cowboys Denver Broncos Detroit Li,
card,TJ Moore,https://www.espn.com/nfl/player/_/id/4692055/tj-moore,,NFL Injuries Team Injuries Arizona Cardinals Atlanta Falcons Baltimore Ravens Buffalo Bills Carolina Panthers Chicago Bears Cincinnati Bengals Cleveland Browns Dallas Cowboys Denver Broncos Detroit Li,
card,Bryce Ford-Wheaton,https://www.espn.com/nfl/player/_/id/4362227/bryce-ford-wheaton,,NFL Injuries Team Injuries Arizona Cardinals Atlanta Falcons Baltimore Ravens Buffalo Bills Carolina Panthers Chicago Bears Cincinnati Bengals Cleveland Browns Dallas Cowboys Denver Broncos Detroit Li,
card,Kiko Mauigoa,https://www.espn.com/nfl/player/_/id/4700136/kiko-mauigoa,,NFL Injuries Team Injuries Arizona Cardinals Atlanta Falcons Baltimore Ravens Buffalo Bills Carolina Panthers Chicago Bears Cincinnati Bengals Cleveland Browns Dallas Cowboys Denver Broncos Detroit Li,
card,Khalil Herbert,https://www.espn.com/nfl/player/_/id/4035886/khalil-herbert,,NFL Injuries Team Injuries Arizona Cardinals Atlanta Falcons Baltimore Ravens Buffalo Bills Carolina Panthers Chicago Bears Cincinnati Bengals Cleveland Browns Dallas Cowboys Denver Broncos Detroit Li,
card,Garrett Wilson,https://www.espn.com/nfl/player/_/id/4569618/garrett-wilson,,NFL Injuries Team Injuries Arizona Cardinals Atlanta Falcons Baltimore Ravens Buffalo Bills Carolina Panthers Chicago Bears Cincinnati Bengals Cleveland Browns Dallas Cowboys Denver Broncos Detroit Li,
card,Xavier Newman,https://www.espn.com/nfl/player/_/id/4259186/xavier-newman,,NFL Injuries Team Injuries Arizona Cardinals Atlanta Falcons Baltimore Ravens Buffalo Bills Carolina Panthers Chicago Bears Cincinnati Bengals Cleveland Browns Dallas Cowboys Denver Broncos Detroit Li,
card,Andre Cisco,https://www.espn.com/nfl/player/_/id/4361939/andre-cisco,,NFL Injuries Team Injuries Arizona Cardinals Atlanta Falcons Baltimore Ravens Buffalo Bills Carolina Panthers Chicago Bears Cincinnati Bengals Cleveland Browns Dallas Cowboys Denver Broncos Detroit Li,
card,Cam Jones,https://www.espn.com/nfl/player/_/id/4371959/cam-jones,,NFL Injuries Team Injuries Arizona Cardinals Atlanta Falcons Baltimore Ravens Buffalo Bills Carolina Panthers Chicago Bears Cincinnati Bengals Cleveland Browns Dallas Cowboys Denver Broncos Detroit Li,
card,Josh Reynolds,https://www.espn.com/nfl/player/_/id/3115306/josh-reynolds,,NFL Injuries Team Injuries Arizona Cardinals Atlanta Falcons Baltimore Ravens Buffalo Bills Carolina Panthers Chicago Bears Cincinnati Bengals Cleveland Browns Dallas Cowboys Denver Broncos Detroit Li,
card,Braelon Allen,https://www.espn.com/nfl/player/_/id/4685247/braelon-allen,,NFL Injuries Team Injuries Arizona Cardinals Atlanta Falcons Baltimore Ravens Buffalo Bills Carolina Panthers Chicago Bears Cincinnati Bengals Cleveland Browns Dallas Cowboys Denver Broncos Detroit Li,
card,Marcelino McCrary-Ball,https://www.espn.com/nfl/player/_/id/4045299/marcelino-mccrary-ball,,NFL Injuries Team Injuries Arizona Cardinals Atlanta Falcons Baltimore Ravens Buffalo Bills Carolina Panthers Chicago Bears Cincinnati Bengals Cleveland Browns Dallas Cowboys Denver Broncos Detroit Li,
card,Alijah Vera-Tucker,https://www.espn.com/nfl/player/_/id/4259646/alijah-vera-tucker,,NFL Injuries Team Injuries Arizona Cardinals Atlanta Falcons Baltimore Ravens Buffalo Bills Carolina Panthers Chicago Bears Cincinnati Bengals Cleveland Browns Dallas Cowboys Denver Broncos Detroit Li,
card,Byron Cowart,https://www.espn.com/nfl/player/_/id/3916922/byron-cowart,,NFL Injuries Team Injuries Arizona Cardinals Atlanta Falcons Baltimore Ravens Buffalo Bills Carolina Panthers Chicago Bears Cincinnati Bengals Cleveland Browns Dallas Cowboys Denver Broncos Detroit Li,
card,Irvin Charles,https://www.espn.com/nfl/player/_/id/3929636/irvin-charles,,NFL Injuries Team Injuries Arizona Cardinals Atlanta Falcons Baltimore Ravens Buffalo Bills Carolina Panthers Chicago Bears Cincinnati Bengals Cleveland Browns Dallas Cowboys Denver Broncos Detroit Li,
card,Kris Boyd,https://www.espn.com/nfl/player/_/id/3929845/kris-boyd,,NFL Injuries Team Injuries Arizona Cardinals Atlanta Falcons Baltimore Ravens Buffalo Bills Carolina Panthers Chicago Bears Cincinnati Bengals Cleveland Browns Dallas Cowboys Denver Broncos Detroit Li,
